City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
510,Jurm,AF,64.09,36.8648,70.8342,
511,Chara,RU,61.18,56.9064,118.2631,
514,Great Bend,US,78.04,38.3645,-98.7648,Best Western Angus Inn
517,Weligama,LK,78.69,5.9667,80.4167,Weligama Bay Resort
521,Nouadhibou,MR,69.78,20.931,-17.0347,El Medina
524,Lasem,ID,76.86,-6.6922,111.4527,"Nyah Lasem | Museum, Warung & Community Center"
527,Mizdah,LY,79.93,31.4451,12.9801,محمدالمبروك الاريقط
531,Tianmen,CN,73.89,30.6516,113.1603,Tianmen Luyu Hotel
533,Zhanaozen,KZ,72.79,43.3,52.8,K.korabay 28A
537,Bandundu,CD,75.47,-3.3167,17.3667,Coja Color
538,Vila Do Maio,CV,72.72,15.1333,-23.2167,Hotel Marilu
539,Ende,ID,76.33,-8.8432,121.6623,Dwi Putra Hotel - Ende
540,Toktogul,KG,63.14,41.8708,72.9402,KAGAN
541,Tambura,SS,66.78,5.6,27.4667,Rikito Lodge
542,Stans,CH,60.75,46.9585,8.366,Boutique Hotel Stanserhof
544,Royan,FR,61.84,45.6285,-1.0281,CERISE Royan - Le Grand Hôtel de la Plage
548,Le Port,RE,68.25,-20.9373,55.2919,KORBEY D'OR OUEST
549,Tocopilla,CL,61.74,-22.092,-70.1979,Hotel Galvarino
551,Yumen,CN,62.46,40.2833,97.2,
554,Batagay-Alyta,RU,60.46,67.8006,130.4114,
555,Sao Felix Do Xingu,BR,78.67,-6.6447,-51.995,Rio Xingu Camping
556,Pyay,MM,76.62,18.8167,95.2167,Shwe Pyi Thar
559,Feijo,BR,76.91,-8.1642,-70.3536,Hotel e Restaurante Aҫai
560,Hobyo,SO,80.73,5.3505,48.5268,Iftin hotel hobyo
561,Gat,IL,77.4,31.61,34.7642,OlusHome
564,Tual,ID,82.65,-5.6667,132.75,Grand Vilia Hotel
566,Pishin,PK,72.7,30.5803,66.9961,City Hotel Pishin
567,Pangai,TO,80.71,-19.8,-174.35,Ha'apai Beach Resort
568,Gunjur,GM,80.67,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
569,Sarankhola,BD,82.49,22.3082,89.7897,Red Crescent Cyclone Shelter Rashulpur
571,Zaltan,LY,75.65,32.947,11.8665,زلطن الشرقية
574,Xudat,AZ,63.63,41.631,48.681,
576,Caucaia,BR,81.03,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
577,Mae Sai,TH,72.05,20.4335,99.8762,Piyaporn Hill Paradise Hotel
578,Ippy,CF,70.7,6.2679,21.2247,
581,Jardim,BR,68.09,-21.4803,-56.1381,Estancia Hotel - Jardim MS
582,Junction City,US,78.6,39.0286,-96.8314,Comfort Inn & Suites Junction City - near Fort Riley
584,Huilong,CN,69.93,31.8111,121.655,Hilton Garden Inn Qidong
585,Shache,CN,77.72,38.4167,77.2406,Delong Hotel
586,Uarini,BR,76.51,-2.99,-65.1083,
587,Kununurra,AU,71.58,-15.7667,128.7333,Hotel Kununurra
589,Kerema,PG,78.35,-7.9631,145.7785,Frena Lodge
592,Paralimni,CY,73.89,35.0375,33.9833,Amore Hotel Apartments
593,Arcachon,FR,61.12,44.5875,-1.0519,Hôtel All Suites Le Teich
594,Sinnamary,GF,78.49,5.3833,-52.95,ALETHEIA Appartement Sinnamary
598,Mahebourg,MU,71.89,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
600,Itoman,JP,73.42,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
602,Beloha,MG,60.28,-25.1667,45.05,
603,Praia Da Vitoria,PT,71.85,38.7333,-27.0667,Hotel Branco I
604,Rokycany,CZ,62.26,49.7427,13.5946,Hotel Bílý Lev
605,Le Vauclin,MQ,84.25,14.5452,-60.8388,Hôtel Cap Macabou
608,Urucurituba,BR,76.46,-2.6833,-57.6667,
611,Gimli,CA,64.42,50.6336,-96.9907,Lakeview Gimli Resort
612,Ibipeba,BR,73.56,-11.6408,-42.0111,Quitanda santos
614,Bengkulu,ID,74.98,-3.8004,102.2655,Grage Hotel Bengkulu
615,Bartlesville,US,78.12,36.7473,-95.9808,Hilton Garden Inn Bartlesville
616,Kroya,ID,75.58,-7.6331,109.2461,Devina kost & Homestay Kroya
617,Catuday,PH,80.31,16.2923,119.8062,Benjie's Kubo & Cottages
618,Tommot,RU,64.83,58.9564,126.2925,Gostinitsa Tommot
619,Bonthe,SL,80.1,7.5264,-12.505,Bonthe Holiday Village
621,Cassia,BR,68.38,-20.5831,-46.9219,Hotel e Restaurante Âncora
625,Zaysan,KZ,62.35,47.4667,84.8667,Ерлан үй
626,Dongsheng,CN,64.27,39.8161,109.9776,Crowne Plaza Ordos
627,Ilo,PE,63.46,-17.6394,-71.3375,Torreblanca Hotel
628,Rio Tuba,PH,81.93,8.5061,117.4317,Triple J Lodging House
629,Puerto Del Rosario,ES,71.35,28.5004,-13.8627,Hotel JM Puerto del Rosario
632,Point Pedro,LK,81.12,9.8167,80.2333,Gtr homes
634,La Grande,US,72.01,45.3246,-118.0877,Travelodge by Wyndham La Grande
635,Kendari,ID,74.37,-3.945,122.4989,Hotel Wixel
636,Mongomo,GQ,64.4,1.6274,11.3135,NAIM OBUC
639,Mazamari,PE,78.21,-11.3258,-74.5308,Hospedaje Ratto
641,Colares,PT,69.33,38.7992,-9.4469,Arribas Sintra Hotel
643,Rapid City,US,72.01,44.0805,-103.231,"Hotel Alex Johnson Rapid City, Curio Collection by Hilton"
